game_number,timestamp,player_move,ai_move,winner,strategy,prediction
1,2025-04-11T22:51:11.270337,rock,rock,Draw
1,2025-04-11T22:51:56.850343,paper,rock,Player Wins
1,2025-04-11T22:51:57.526126,paper,scissors,AI Wins
1,2025-04-11T22:51:58.385530,rock,scissors,Player Wins
1,2025-04-11T22:52:03.505256,rock,scissors,Player Wins
1,2025-04-11T22:52:04.910979,scissors,rock,AI Wins
1,2025-04-11T22:52:05.481131,paper,rock,Player Wins
1,2025-04-11T22:52:05.872744,rock,scissors,Player Wins
1,2025-04-11T22:52:06.090534,scissors,scissors,Draw
1,2025-04-11T22:52:06.215941,paper,rock,Player Wins
1,2025-04-11T22:52:06.352178,rock,paper,AI Wins
1,2025-04-11T22:52:06.528262,scissors,scissors,Draw
1,2025-04-11T22:52:06.677351,paper,rock,Player Wins
1,2025-04-11T22:52:06.787935,rock,scissors,Player Wins
1,2025-04-11T22:52:06.956955,scissors,scissors,Draw
1,2025-04-11T22:52:07.106703,rock,scissors,Player Wins
1,2025-04-11T22:52:07.275196,rock,paper,AI Wins
1,2025-04-11T22:52:07.409779,rock,paper,AI Wins
1,2025-04-11T22:52:07.540425,rock,paper,AI Wins
1,2025-04-11T22:52:07.908510,paper,rock,Player Wins
1,2025-04-11T22:52:08.047145,paper,paper,Draw
1,2025-04-11T22:52:08.193499,paper,scissors,AI Wins
1,2025-04-11T22:52:08.334667,paper,paper,Draw
1,2025-04-11T22:52:08.493372,paper,rock,Player Wins
1,2025-04-11T22:52:08.779241,rock,paper,AI Wins
1,2025-04-11T22:52:09.174982,rock,paper,AI Wins
1,2025-04-11T22:52:09.521018,scissors,scissors,Draw
1,2025-04-11T22:52:10.176403,paper,rock,Player Wins
1,2025-04-11T22:52:10.435254,rock,scissors,Player Wins
1,2025-04-11T22:52:10.557870,scissors,rock,AI Wins
1,2025-04-11T22:52:10.704079,rock,paper,AI Wins
1,2025-04-11T22:52:10.897346,paper,rock,Player Wins
1,2025-04-11T22:52:11.121207,rock,paper,AI Wins
1,2025-04-11T22:52:11.318812,scissors,paper,Player Wins
1,2025-04-11T22:52:11.516587,paper,scissors,AI Wins
1,2025-04-11T22:52:11.669582,rock,paper,AI Wins
1,2025-04-11T22:52:11.962761,rock,scissors,Player Wins
1,2025-04-11T22:52:12.139733,scissors,scissors,Draw
1,2025-04-11T22:52:12.423447,paper,paper,Draw
1,2025-04-11T22:52:12.588780,rock,paper,AI Wins
1,2025-04-11T22:52:12.779647,rock,paper,AI Wins
1,2025-04-11T22:52:12.915132,scissors,scissors,Draw
1,2025-04-11T22:52:13.153257,scissors,paper,Player Wins
1,2025-04-11T22:52:13.331388,scissors,paper,Player Wins
1,2025-04-11T22:52:13.498137,paper,scissors,AI Wins
1,2025-04-11T22:52:13.643217,rock,paper,AI Wins
1,2025-04-11T22:52:13.993336,rock,scissors,Player Wins
1,2025-04-11T22:52:14.263961,paper,rock,Player Wins
1,2025-04-11T22:52:14.416034,scissors,scissors,Draw
1,2025-04-11T22:52:14.731593,rock,paper,AI Wins
1,2025-04-11T22:52:15.071644,scissors,rock,AI Wins
1,2025-04-11T22:52:15.318641,rock,paper,AI Wins
1,2025-04-11T22:52:15.615374,paper,paper,Draw
1,2025-04-11T22:52:15.866006,paper,scissors,AI Wins
1,2025-04-11T22:52:16.310019,scissors,scissors,Draw
1,2025-04-11T22:52:16.649688,rock,paper,AI Wins
1,2025-04-11T22:52:16.949268,paper,rock,Player Wins
1,2025-04-11T22:52:17.336020,scissors,scissors,Draw
1,2025-04-11T22:52:17.586465,rock,paper,AI Wins
1,2025-04-11T22:52:18.136353,paper,rock,Player Wins
1,2025-04-11T22:52:18.386879,scissors,rock,AI Wins
1,2025-04-11T22:52:18.664975,rock,scissors,Player Wins
1,2025-04-11T22:52:18.859037,scissors,scissors,Draw
1,2025-04-11T22:52:19.081907,paper,scissors,AI Wins
1,2025-04-11T22:52:19.269411,rock,scissors,Player Wins
1,2025-04-11T22:52:19.448511,scissors,paper,Player Wins
1,2025-04-11T22:52:19.564397,rock,paper,AI Wins
1,2025-04-11T22:52:19.765382,paper,scissors,AI Wins
1,2025-04-11T22:52:19.866141,rock,rock,Draw
1,2025-04-11T22:52:20.101062,rock,paper,AI Wins
1,2025-04-11T22:52:20.226523,paper,paper,Draw
1,2025-04-11T22:52:20.332121,scissors,rock,AI Wins
1,2025-04-11T22:52:20.457939,paper,rock,Player Wins
1,2025-04-11T22:52:20.555294,rock,rock,Draw
1,2025-04-11T22:52:20.788291,rock,rock,Draw
1,2025-04-11T22:52:20.870814,scissors,scissors,Draw
1,2025-04-11T22:52:21.009199,paper,rock,Player Wins
